date,order_id,product,sku,quantity,unit_price,discount_amount,revenue
2019-01-19,796-32-9050,Food and beverages,SKU-796-32-9,6,51.28,0.0,307.68
2019-02-01,105-31-1824,Sports and travel,SKU-105-31-1,7,69.52,0.0,486.64
2019-01-03,249-42-3782,Health and beauty,SKU-249-42-3,5,70.01,0.0,350.05
2019-01-26,316-55-4634,Food and beverages,SKU-316-55-4,5,80.05,0.0,400.25
2019-03-03,733-33-4967,Electronic accessories,SKU-733-33-4,8,20.85,0.0,166.79999999999998
2019-01-19,608-27-6295,Electronic accessories,SKU-608-27-6,6,52.89,0.0,317.34
2019-01-18,414-12-7047,Food and beverages,SKU-414-12-7,8,19.79,0.0,158.32
2019-03-21,827-26-2100,Home and lifestyle,SKU-827-26-2,9,33.84,0.0,304.56
2019-03-03,175-54-2529,Food and beverages,SKU-175-54-2,8,22.17,0.0,177.36
2019-02-13,139-52-2867,Fashion accessories,SKU-139-52-2,7,22.51,0.0,157.57
2019-03-23,407-63-8975,Food and beverages,SKU-407-63-8,6,73.88,0.0,443.28000000000003
2019-01-28,342-65-4817,Health and beauty,SKU-342-65-4,3,86.8,0.0,260.40000000000003
2019-02-09,130-98-8941,Fashion accessories,SKU-130-98-8,7,64.26,0.0,449.82
2019-01-23,434-83-9547,Food and beverages,SKU-434-83-9,8,38.47,0.0,307.76000000000005
2019-03-23,851-28-6367,Sports and travel,SKU-851-28-6,10,15.5,31.0,124.0
2019-01-25,824-88-3614,Health and beauty,SKU-824-88-3,8,34.31,0.0,274.48
2019-03-04,586-25-0848,Sports and travel,SKU-586-25-0,7,12.34,17.276,69.104
2019-03-05,895-66-0685,Food and beverages,SKU-895-66-0,3,18.08,0.0,54.239999999999995
2019-03-03,305-14-0245,Home and lifestyle,SKU-305-14-0,8,94.49,0.0,755.92
2019-02-08,732-04-5373,Home and lifestyle,SKU-732-04-5,4,46.47,0.0,185.88
2019-02-10,400-60-7251,Home and lifestyle,SKU-400-60-7,1,74.07,0.0,74.07
2019-01-28,593-65-1552,Home and lifestyle,SKU-593-65-1,4,69.81,0.0,279.24
2019-02-11,284-34-9626,Home and lifestyle,SKU-284-34-9,3,77.04,0.0,231.11999999999998
2019-01-15,437-58-8131,Fashion accessories,SKU-437-58-8,2,73.52,0.0,147.04
2019-03-16,286-43-6208,Food and beverages,SKU-286-43-6,9,87.8,0.0,790.2
2019-01-26,641-43-2399,Home and lifestyle,SKU-641-43-2,4,25.55,0.0,102.2
2019-03-19,831-07-6050,Electronic accessories,SKU-831-07-6,5,32.71,0.0,163.54999999999998
2019-01-13,556-86-3144,Fashion accessories,SKU-556-86-3,1,74.29,0.0,74.28999999999999
2019-03-26,848-24-9445,Health and beauty,SKU-848-24-9,2,43.7,0.0,87.39999999999999
2019-03-23,856-22-8149,Home and lifestyle,SKU-856-22-8,1,25.29,0.0,25.29
2019-03-12,699-01-4164,Health and beauty,SKU-699-01-4,4,41.5,0.0,166.0
2019-02-17,420-11-4919,Food and beverages,SKU-420-11-4,5,71.39,0.0,356.95
2019-01-29,606-80-4905,Sports and travel,SKU-606-80-4,6,19.15,0.0,114.89999999999999
2019-03-15,542-41-0513,Electronic accessories,SKU-542-41-0,4,57.49,0.0,229.96
2019-01-14,426-39-2418,Electronic accessories,SKU-426-39-2,7,61.41,0.0,429.87
2019-02-06,875-46-5808,Health and beauty,SKU-875-46-5,10,25.9,0.0,259.0
2019-02-15,394-43-4238,Home and lifestyle,SKU-394-43-4,5,17.77,0.0,88.85000000000001
2019-01-03,749-24-1565,Health and beauty,SKU-749-24-1,9,23.03,0.0,207.27
2019-01-04,672-51-8681,Electronic accessories,SKU-672-51-8,9,66.65,0.0,599.85
2019-03-18,263-87-5680,Home and lifestyle,SKU-263-87-5,10,28.53,0.0,285.3
2019-03-28,573-58-9734,Fashion accessories,SKU-573-58-9,3,30.37,0.0,91.11
2019-03-02,817-69-8206,Electronic accessories,SKU-817-69-8,9,99.73,0.0,897.5699999999999
2019-01-25,888-02-0338,Electronic accessories,SKU-888-02-0,9,26.23,0.0,236.07
2019-01-16,677-11-0152,Food and beverages,SKU-677-11-0,9,93.26,0.0,839.34
2019-03-20,142-63-6033,Home and lifestyle,SKU-142-63-6,5,92.36,0.0,461.8
2019-01-04,656-16-1063,Sports and travel,SKU-656-16-1,3,46.42,0.0,139.26000000000002
2019-03-11,891-58-8335,Sports and travel,SKU-891-58-8,7,29.61,41.454,165.81600000000003
2019-03-22,802-43-8934,Home and lifestyle,SKU-802-43-8,1,18.28,0.0,18.279999999999998
2019-03-24,560-30-5617,Sports and travel,SKU-560-30-5,5,24.77,24.77,99.08
2019-02-21,319-74-2561,Electronic accessories,SKU-319-74-2,3,94.64,0.0,283.91999999999996
2019-02-12,549-03-9315,Fashion accessories,SKU-549-03-9,8,94.87,0.0,758.96
2019-03-10,790-29-1172,Food and beverages,SKU-790-29-1,3,57.34,0.0,172.02
2019-01-31,239-36-3640,Electronic accessories,SKU-239-36-3,6,45.35,0.0,272.09999999999997
2019-03-06,468-01-2051,Food and beverages,SKU-468-01-2,7,62.08,0.0,434.56
2019-02-17,389-25-3394,Electronic accessories,SKU-389-25-3,5,11.81,0.0,59.05
2019-02-21,279-62-1445,Fashion accessories,SKU-279-62-1,1,12.54,0.0,12.54
2019-03-20,213-72-6612,Food and beverages,SKU-213-72-6,2,43.25,0.0,86.5
2019-01-11,746-68-6593,Sports and travel,SKU-746-68-6,2,87.16,0.0,174.32
2019-01-26,836-82-5858,Health and beauty,SKU-836-82-5,9,69.37,0.0,624.33
2019-01-31,583-72-1480,Electronic accessories,SKU-583-72-1,4,37.06,0.0,148.23999999999998
2019-02-26,466-61-5506,Electronic accessories,SKU-466-61-5,6,90.7,0.0,544.1999999999999
2019-03-11,721-86-6247,Home and lifestyle,SKU-721-86-6,8,63.42,0.0,507.35999999999996
2019-01-26,289-65-5721,Fashion accessories,SKU-289-65-5,2,81.37,0.0,162.74
2019-03-12,545-46-3100,Electronic accessories,SKU-545-46-3,3,10.59,0.0,31.77
2019-02-11,418-02-5978,Health and beauty,SKU-418-02-5,9,84.09,0.0,756.81
2019-02-21,269-04-5750,Fashion accessories,SKU-269-04-5,4,73.82,0.0,295.28
2019-03-09,157-13-5295,Health and beauty,SKU-157-13-5,10,51.94,0.0,519.4
2019-01-20,645-78-8093,Sports and travel,SKU-645-78-8,2,93.14,0.0,186.28
2019-01-28,211-30-9270,Health and beauty,SKU-211-30-9,5,17.41,0.0,87.05
2019-03-05,755-12-3214,Fashion accessories,SKU-755-12-3,5,44.22,0.0,221.1
2019-03-02,346-84-3103,Electronic accessories,SKU-346-84-3,5,13.22,0.0,66.1
2019-01-11,478-06-7835,Fashion accessories,SKU-478-06-7,1,89.69,0.0,89.69
2019-01-11,540-11-4336,Food and beverages,SKU-540-11-4,9,24.94,0.0,224.45999999999998
2019-03-11,448-81-5016,Health and beauty,SKU-448-81-5,2,59.77,0.0,119.53999999999999
2019-02-28,142-72-4741,Fashion accessories,SKU-142-72-4,2,93.2,0.0,186.4
2019-01-05,217-58-1179,Home and lifestyle,SKU-217-58-1,4,62.65,0.0,250.6
2019-02-02,376-02-8238,Home and lifestyle,SKU-376-02-8,8,93.87,0.0,750.96
2019-01-01,530-90-9855,Home and lifestyle,SKU-530-90-9,8,47.59,0.0,380.71999999999997
2019-02-09,866-05-7563,Electronic accessories,SKU-866-05-7,3,81.4,0.0,244.20000000000002
2019-01-23,604-70-6476,Fashion accessories,SKU-604-70-6,5,17.94,0.0,89.7
2019-01-07,799-71-1548,Electronic accessories,SKU-799-71-1,4,77.72,0.0,310.88
2019-01-14,785-13-7708,Food and beverages,SKU-785-13-7,7,73.06,0.0,511.41999999999996
2019-02-02,845-51-0542,Food and beverages,SKU-845-51-0,9,46.55,0.0,418.95
2019-03-17,662-47-5456,Fashion accessories,SKU-662-47-5,10,35.19,0.0,351.9
2019-03-02,883-17-4236,Sports and travel,SKU-883-17-4,2,14.39,5.756,23.024
2019-03-16,290-68-2984,Home and lifestyle,SKU-290-68-2,4,23.75,0.0,95.0
2019-01-06,704-11-6354,Home and lifestyle,SKU-704-11-6,8,58.9,0.0,471.2
2019-01-29,110-48-7033,Fashion accessories,SKU-110-48-7,4,32.62,0.0,130.48
2019-01-31,366-93-0948,Electronic accessories,SKU-366-93-0,1,66.35,0.0,66.35000000000001
2019-02-05,729-09-9681,Home and lifestyle,SKU-729-09-9,6,25.91,0.0,155.46
2019-02-13,151-16-1484,Electronic accessories,SKU-151-16-1,4,32.25,0.0,129.0
2019-02-07,380-94-4661,Electronic accessories,SKU-380-94-4,4,65.94,0.0,263.76
2019-03-19,850-41-9669,Electronic accessories,SKU-850-41-9,9,75.06,0.0,675.54
2019-03-07,821-07-3596,Fashion accessories,SKU-821-07-3,4,16.45,0.0,65.8
2019-03-13,655-85-5130,Fashion accessories,SKU-655-85-5,4,38.3,0.0,153.20000000000002
2019-02-09,447-15-7839,Sports and travel,SKU-447-15-7,10,22.24,0.0,222.4
2019-02-26,154-74-7179,Sports and travel,SKU-154-74-7,1,54.45,0.0,54.45
2019-03-12,253-12-6086,Sports and travel,SKU-253-12-6,7,98.4,137.76000000000002,551.04
2019-03-14,808-65-0703,Home and lifestyle,SKU-808-65-0,4,35.47,0.0,141.88
2019-01-08,571-94-0759,Food and beverages,SKU-571-94-0,10,74.6,0.0,746.0
2019-01-05,144-51-6085,Home and lifestyle,SKU-144-51-6,4,70.74,0.0,282.96
2019-01-04,731-14-2199,Home and lifestyle,SKU-731-14-2,10,35.54,0.0,355.40000000000003
2019-03-06,783-09-1637,Sports and travel,SKU-783-09-1,5,67.43,67.43,269.71999999999997
2019-01-03,687-15-1097,Health and beauty,SKU-687-15-1,2,21.12,0.0,42.239999999999995
2019-01-07,126-54-1082,Home and lifestyle,SKU-126-54-1,9,21.54,0.0,193.85999999999999
2019-01-27,633-91-1052,Home and lifestyle,SKU-633-91-1,2,12.03,0.0,24.060000000000002
2019-02-26,477-24-6490,Health and beauty,SKU-477-24-6,6,99.71,0.0,598.26
2019-01-07,566-19-5475,Fashion accessories,SKU-566-19-5,7,47.97,0.0,335.79
2019-01-07,526-86-8552,Home and lifestyle,SKU-526-86-8,10,21.82,0.0,218.20000000000002
2019-02-02,376-56-3573,Fashion accessories,SKU-376-56-3,4,95.42,0.0,381.68
2019-03-20,537-72-0426,Fashion accessories,SKU-537-72-0,10,70.99,0.0,709.9
2019-03-20,828-61-5674,Sports and travel,SKU-828-61-5,10,44.02,88.04000000000002,352.16
2019-02-15,136-08-6195,Home and lifestyle,SKU-136-08-6,8,69.96,0.0,559.68
2019-03-06,523-38-0215,Home and lifestyle,SKU-523-38-0,1,37.0,0.0,37.0
2019-01-06,490-29-1201,Sports and travel,SKU-490-29-1,1,15.34,0.0,15.34
2019-03-04,667-92-0055,Health and beauty,SKU-667-92-0,6,99.83,0.0,598.98
2019-03-12,565-17-3836,Health and beauty,SKU-565-17-3,4,47.67,0.0,190.68
2019-02-20,498-41-1961,Health and beauty,SKU-498-41-1,5,66.68,0.0,333.4
2019-03-24,593-95-4461,Home and lifestyle,SKU-593-95-4,1,74.86,0.0,74.86
2019-01-31,226-71-3580,Sports and travel,SKU-226-71-3,9,23.75,0.0,213.75
2019-01-25,283-79-9594,Food and beverages,SKU-283-79-9,7,48.51,0.0,339.57
2019-02-03,430-60-3493,Home and lifestyle,SKU-430-60-3,7,94.88,0.0,664.1600000000001
2019-01-24,139-20-0155,Electronic accessories,SKU-139-20-0,10,40.3,0.0,403.0
2019-03-14,558-80-4082,Electronic accessories,SKU-558-80-4,7,27.85,0.0,194.95
2019-02-18,278-97-7759,Electronic accessories,SKU-278-97-7,1,62.48,0.0,62.48
2019-01-21,316-68-6352,Food and beverages,SKU-316-68-6,2,36.36,0.0,72.72
2019-03-13,585-03-5943,Health and beauty,SKU-585-03-5,10,18.11,0.0,181.1
2019-03-03,211-05-0490,Electronic accessories,SKU-211-05-0,5,51.92,0.0,259.59999999999997
2019-03-29,727-75-6477,Electronic accessories,SKU-727-75-6,4,28.84,0.0,115.36
